State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
MD,Maryland,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),573,100,0,
MD,Maryland,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),603,100,0,
MD,Maryland,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),633,100,0,
MD,Maryland,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),632,100,0,
MD,Maryland,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),665,100,0,
MD,Maryland,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),694,100,0,
MD,Maryland,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),713,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),709,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),714,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),704,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),693,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),663,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),642,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),612,100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Number of Deaths,"46,592",100,0,
MD,Maryland,2015,February,12 month-ending,Number of Deaths,"46,765",100,0,
MD,Maryland,2015,March,12 month-ending,Number of Deaths,"46,818",100,0,
MD,Maryland,2015,April,12 month-ending,Number of Deaths,"46,928",100,0,
MD,Maryland,2015,May,12 month-ending,Number of Deaths,"47,095",100,0,
MD,Maryland,2015,June,12 month-ending,Number of Deaths,"47,301",100,0,
MD,Maryland,2015,July,12 month-ending,Number of Deaths,"47,386",100,0,
MD,Maryland,2015,August,12 month-ending,Number of Deaths,"47,457",100,0,
MD,Maryland,2015,September,12 month-ending,Number of Deaths,"47,485",100,0,
MD,Maryland,2015,October,12 month-ending,Number of Deaths,"47,630",100,0,
MD,Maryland,2015,November,12 month-ending,Number of Deaths,"47,583",100,0,
MD,Maryland,2015,December,12 month-ending,Number of Deaths,"47,162",100,0,
MD,Maryland,2016,January,12 month-ending,Number of Deaths,"46,615",100,0,
MD,Maryland,2016,February,12 month-ending,Number of Deaths,"46,686",100,0,
MD,Maryland,2016,March,12 month-ending,Number of Deaths,"46,689",100,0,
MD,Maryland,2016,April,12 month-ending,Number of Deaths,"46,898",100,0,
MD,Maryland,2016,May,12 month-ending,Number of Deaths,"47,054",100,0,
MD,Maryland,2016,June,12 month-ending,Number of Deaths,"47,120",100,0,
MD,Maryland,2016,July,12 month-ending,Number of Deaths,"47,315",100,0,
MD,Maryland,2016,August,12 month-ending,Number of Deaths,"47,548",100,0,
MD,Maryland,2016,September,12 month-ending,Number of Deaths,"47,868",100,0,
MD,Maryland,2016,October,12 month-ending,Number of Deaths,"48,045",100,0,
MD,Maryland,2016,November,12 month-ending,Number of Deaths,"48,351",100,0,
MD,Maryland,2016,December,12 month-ending,Number of Deaths,"48,668",100,0,
MD,Maryland,2017,January,12 month-ending,Number of Deaths,"49,036",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Number of Deaths,"49,195",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Number of Deaths,"49,496",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Number of Deaths,"49,583",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Number of Deaths,"49,565",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Number of Deaths,"49,666",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Number of Deaths,"49,541",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Number of Deaths,"49,564",100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Number of Drug Overdose Deaths,"1,078",100,0,
MD,Maryland,2015,February,12 month-ending,Number of Drug Overdose Deaths,"1,115",100,0,
MD,Maryland,2015,March,12 month-ending,Number of Drug Overdose Deaths,"1,129",100,0,
MD,Maryland,2015,April,12 month-ending,Number of Drug Overdose Deaths,"1,125",100,0,
MD,Maryland,2015,May,12 month-ending,Number of Drug Overdose Deaths,"1,137",100,0,
MD,Maryland,2015,June,12 month-ending,Number of Drug Overdose Deaths,"1,137",100,0,
MD,Maryland,2015,July,12 month-ending,Number of Drug Overdose Deaths,"1,146",100,0,
MD,Maryland,2015,August,12 month-ending,Number of Drug Overdose Deaths,"1,169",100,0,
MD,Maryland,2015,September,12 month-ending,Number of Drug Overdose Deaths,"1,212",100,0,
MD,Maryland,2015,October,12 month-ending,Number of Drug Overdose Deaths,"1,251",100,0,
MD,Maryland,2015,November,12 month-ending,Number of Drug Overdose Deaths,"1,282",100,0,
MD,Maryland,2015,December,12 month-ending,Number of Drug Overdose Deaths,"1,320",100,0,
MD,Maryland,2016,January,12 month-ending,Number of Drug Overdose Deaths,"1,303",100,0,
MD,Maryland,2016,February,12 month-ending,Number of Drug Overdose Deaths,"1,336",100,0,
MD,Maryland,2016,March,12 month-ending,Number of Drug Overdose Deaths,"1,381",100,0,
MD,Maryland,2016,April,12 month-ending,Number of Drug Overdose Deaths,"1,479",100,0,
MD,Maryland,2016,May,12 month-ending,Number of Drug Overdose Deaths,"1,580",100,0,
MD,Maryland,2016,June,12 month-ending,Number of Drug Overdose Deaths,"1,683",100,0,
MD,Maryland,2016,July,12 month-ending,Number of Drug Overdose Deaths,"1,758",100,0,
MD,Maryland,2016,August,12 month-ending,Number of Drug Overdose Deaths,"1,848",100,0,
MD,Maryland,2016,September,12 month-ending,Number of Drug Overdose Deaths,"1,907",100,0,
MD,Maryland,2016,October,12 month-ending,Number of Drug Overdose Deaths,"1,945",100,0,
MD,Maryland,2016,November,12 month-ending,Number of Drug Overdose Deaths,"1,997",100,0,
MD,Maryland,2016,December,12 month-ending,Number of Drug Overdose Deaths,"2,074",100,0,
MD,Maryland,2017,January,12 month-ending,Number of Drug Overdose Deaths,"2,174",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Number of Drug Overdose Deaths,"2,188",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Number of Drug Overdose Deaths,"2,230",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Number of Drug Overdose Deaths,"2,266",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Number of Drug Overdose Deaths,"2,268",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Number of Drug Overdose Deaths,"2,274",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Number of Drug Overdose Deaths,"2,259",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Number of Drug Overdose Deaths,"2,246",100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",936,100,0,
MD,Maryland,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",964,100,0,
MD,Maryland,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",969,100,0,
MD,Maryland,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",970,100,0,
MD,Maryland,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",975,100,0,
MD,Maryland,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",965,100,0,
MD,Maryland,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",976,100,0,
MD,Maryland,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",996,100,0,
MD,Maryland,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,033",100,0,
MD,Maryland,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,071",100,0,
MD,Maryland,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,096",100,0,
MD,Maryland,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,130",100,0,
MD,Maryland,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,112",100,0,
MD,Maryland,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,150",100,0,
MD,Maryland,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,201",100,0,
MD,Maryland,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,286",100,0,
MD,Maryland,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,389",100,0,
MD,Maryland,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,491",100,0,
MD,Maryland,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,561",100,0,
MD,Maryland,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,640",100,0,
MD,Maryland,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,694",100,0,
MD,Maryland,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,733",100,0,
MD,Maryland,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,795",100,0,
MD,Maryland,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,866",100,0,
MD,Maryland,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,954",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","1,967",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,002",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,036",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,038",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,036",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,017",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)","2,005",100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Percent with drugs specified,98.60853432,100,0,
MD,Maryland,2015,February,12 month-ending,Percent with drugs specified,98.74439462,100,0,
MD,Maryland,2015,March,12 month-ending,Percent with drugs specified,98.67139061,100,0,
MD,Maryland,2015,April,12 month-ending,Percent with drugs specified,98.84444444,100,0,
MD,Maryland,2015,May,12 month-ending,Percent with drugs specified,98.76868953,100,0,
MD,Maryland,2015,June,12 month-ending,Percent with drugs specified,98.50483729,100,0,
MD,Maryland,2015,July,12 month-ending,Percent with drugs specified,98.69109948,100,0,
MD,Maryland,2015,August,12 month-ending,Percent with drugs specified,98.46022241,100,0,
MD,Maryland,2015,September,12 month-ending,Percent with drugs specified,98.43234323,100,0,
MD,Maryland,2015,October,12 month-ending,Percent with drugs specified,98.48121503,100,0,
MD,Maryland,2015,November,12 month-ending,Percent with drugs specified,98.28393136,100,0,
MD,Maryland,2015,December,12 month-ending,Percent with drugs specified,98.40909091,100,0,
MD,Maryland,2016,January,12 month-ending,Percent with drugs specified,98.54182655,100,0,
MD,Maryland,2016,February,12 month-ending,Percent with drugs specified,98.65269461,100,0,
MD,Maryland,2016,March,12 month-ending,Percent with drugs specified,98.76900797,100,0,
MD,Maryland,2016,April,12 month-ending,Percent with drugs specified,98.64773496,100,0,
MD,Maryland,2016,May,12 month-ending,Percent with drugs specified,98.86075949,100,0,
MD,Maryland,2016,June,12 month-ending,Percent with drugs specified,98.75222816,100,0,
MD,Maryland,2016,July,12 month-ending,Percent with drugs specified,98.80546075,100,0,
MD,Maryland,2016,August,12 month-ending,Percent with drugs specified,98.80952381,100,0,
MD,Maryland,2016,September,12 month-ending,Percent with drugs specified,98.84635553,100,0,
MD,Maryland,2016,October,12 month-ending,Percent with drugs specified,98.76606684,100,0,
MD,Maryland,2016,November,12 month-ending,Percent with drugs specified,98.89834752,100,0,
MD,Maryland,2016,December,12 month-ending,Percent with drugs specified,98.79459981,100,0,
MD,Maryland,2017,January,12 month-ending,Percent with drugs specified,98.71205152,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Percent with drugs specified,98.58318099,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Percent with drugs specified,98.52017937,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Percent with drugs specified,98.45542807,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Percent with drugs specified,98.50088183,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Percent with drugs specified,98.63676341,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Percent with drugs specified,98.583444,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Percent with drugs specified,98.57524488,100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),17,100,0,
MD,Maryland,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),16,100,0,
MD,Maryland,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0,
MD,Maryland,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0,
MD,Maryland,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0,
MD,Maryland,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0,
MD,Maryland,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0,
MD,Maryland,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0,
MD,Maryland,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0,
MD,Maryland,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0,
MD,Maryland,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0,
MD,Maryland,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0,
MD,Maryland,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0,
MD,Maryland,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0,
MD,Maryland,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0,
MD,Maryland,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0,
MD,Maryland,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0,
MD,Maryland,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0,
MD,Maryland,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0,
MD,Maryland,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),38,100,0,
MD,Maryland,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0,
MD,Maryland,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),44,100,0,
MD,Maryland,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0,
MD,Maryland,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),46,100,0,
MD,Maryland,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),48,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),54,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),56,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),52,100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",237,100,0,
MD,Maryland,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",259,100,0,
MD,Maryland,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100,0,
MD,Maryland,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",244,100,0,
MD,Maryland,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",233,100,0,
MD,Maryland,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",227,100,0,
MD,Maryland,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",231,100,0,
MD,Maryland,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",243,100,0,
MD,Maryland,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",268,100,0,
MD,Maryland,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",299,100,0,
MD,Maryland,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",330,100,0,
MD,Maryland,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",373,100,0,
MD,Maryland,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",386,100,0,
MD,Maryland,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",421,100,0,
MD,Maryland,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",449,100,0,
MD,Maryland,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",521,100,0,
MD,Maryland,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",617,100,0,
MD,Maryland,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",706,100,0,
MD,Maryland,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",778,100,0,
MD,Maryland,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",845,100,0,
MD,Maryland,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",913,100,0,
MD,Maryland,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",974,100,0,
MD,Maryland,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,040",100,0,
MD,Maryland,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,122",100,0,
MD,Maryland,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,224",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,270",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,339",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,393",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,425",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,455",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,475",100,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)","1,501",100,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Cocaine (T40.5),22,100,0.1,
ME,Maine,2015,February,12 month-ending,Cocaine (T40.5),25,100,0,
ME,Maine,2015,March,12 month-ending,Cocaine (T40.5),23,100,0,
ME,Maine,2015,April,12 month-ending,Cocaine (T40.5),24,100,0,
ME,Maine,2015,May,12 month-ending,Cocaine (T40.5),24,100,0,
ME,Maine,2015,June,12 month-ending,Cocaine (T40.5),22,100,0,
ME,Maine,2015,July,12 month-ending,Cocaine (T40.5),21,100,0,
ME,Maine,2015,August,12 month-ending,Cocaine (T40.5),23,100,0,
ME,Maine,2015,September,12 month-ending,Cocaine (T40.5),26,100,0,
ME,Maine,2015,October,12 month-ending,Cocaine (T40.5),28,100,0,
ME,Maine,2015,November,12 month-ending,Cocaine (T40.5),33,100,0,
ME,Maine,2015,December,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,January,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,February,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,March,12 month-ending,Cocaine (T40.5),34,100,0,
ME,Maine,2016,April,12 month-ending,Cocaine (T40.5),39,100,0,
ME,Maine,2016,May,12 month-ending,Cocaine (T40.5),43,100,0,
ME,Maine,2016,June,12 month-ending,Cocaine (T40.5),48,100,0,
ME,Maine,2016,July,12 month-ending,Cocaine (T40.5),51,100,0,
ME,Maine,2016,August,12 month-ending,Cocaine (T40.5),54,100,0,
ME,Maine,2016,September,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,October,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,November,12 month-ending,Cocaine (T40.5),57,100,0,
ME,Maine,2016,December,12 month-ending,Cocaine (T40.5),59,100,0,
ME,Maine,2017,January,12 month-ending,Cocaine (T40.5),61,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Cocaine (T40.5),63,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Cocaine (T40.5),67,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Cocaine (T40.5),67,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Cocaine (T40.5),64,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,June,12 month-ending,Cocaine (T40.5),67,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,July,12 month-ending,Cocaine (T40.5),69,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,August,12 month-ending,Cocaine (T40.5),78,99.4,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Heroin (T40.1),38,100,0.1,
ME,Maine,2015,February,12 month-ending,Heroin (T40.1),40,100,0,
ME,Maine,2015,March,12 month-ending,Heroin (T40.1),42,100,0,
ME,Maine,2015,April,12 month-ending,Heroin (T40.1),46,100,0,
ME,Maine,2015,May,12 month-ending,Heroin (T40.1),45,100,0,
ME,Maine,2015,June,12 month-ending,Heroin (T40.1),44,100,0,
ME,Maine,2015,July,12 month-ending,Heroin (T40.1),48,100,0,
ME,Maine,2015,August,12 month-ending,Heroin (T40.1),48,100,0,
ME,Maine,2015,September,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2015,October,12 month-ending,Heroin (T40.1),51,100,0,
ME,Maine,2015,November,12 month-ending,Heroin (T40.1),55,100,0,
ME,Maine,2015,December,12 month-ending,Heroin (T40.1),53,100,0,
ME,Maine,2016,January,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,February,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,March,12 month-ending,Heroin (T40.1),49,100,0,
ME,Maine,2016,April,12 month-ending,Heroin (T40.1),50,100,0,
ME,Maine,2016,May,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2016,June,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2016,July,12 month-ending,Heroin (T40.1),57,100,0,
ME,Maine,2016,August,12 month-ending,Heroin (T40.1),59,100,0,
ME,Maine,2016,September,12 month-ending,Heroin (T40.1),56,100,0,
ME,Maine,2016,October,12 month-ending,Heroin (T40.1),51,100,0,
ME,Maine,2016,November,12 month-ending,Heroin (T40.1),52,100,0,
ME,Maine,2016,December,12 month-ending,Heroin (T40.1),54,100,0,
ME,Maine,2017,January,12 month-ending,Heroin (T40.1),60,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Heroin (T40.1),62,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Heroin (T40.1),62,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Heroin (T40.1),65,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Heroin (T40.1),66,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,June,12 month-ending,Heroin (T40.1),68,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,July,12 month-ending,Heroin (T40.1),64,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,August,12 month-ending,Heroin (T40.1),66,99.4,0,*Likely underreported due to incomplete data
ME,Maine,2015,January,12 month-ending,Methadone (T40.3),35,100,0.1,
ME,Maine,2015,February,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2015,March,12 month-ending,Methadone (T40.3),36,100,0,
ME,Maine,2015,April,12 month-ending,Methadone (T40.3),41,100,0,
ME,Maine,2015,May,12 month-ending,Methadone (T40.3),40,100,0,
ME,Maine,2015,June,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2015,July,12 month-ending,Methadone (T40.3),40,100,0,
ME,Maine,2015,August,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2015,September,12 month-ending,Methadone (T40.3),41,100,0,
ME,Maine,2015,October,12 month-ending,Methadone (T40.3),41,100,0,
ME,Maine,2015,November,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2015,December,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2016,January,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,February,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,March,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,April,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,May,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,June,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,July,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,August,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,September,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,October,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,November,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,December,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2017,January,12 month-ending,Methadone (T40.3),40,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Methadone (T40.3),40,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,March,12 month-ending,Methadone (T40.3),39,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,April,12 month-ending,Methadone (T40.3),37,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,May,12 month-ending,Methadone (T40.3),33,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,June,12 month-ending,Methadone (T40.3),32,100,0,*Likely underreported due to incomplete data
ME,Maine,2017,July,12 month-ending,Methadone (T40.3),37,100,0,*Likely underreported due to incomplete data
