country,year,age,obese_degree,gender,obese_status
USA,1995,25 to 29 yrs,1,male,obese
USA,1995,30 to 34 yrs,1,male,overweight
USA,1995,30 to 34 yrs,1,male,obese
USA,1995,35 to 39 yrs,1,male,overweight
USA,1995,35 to 39 yrs,1,male,obese
USA,1995,40 to 44 yrs,1,male,obese
USA,1995,40 to 44 yrs,1,male,overweight
USA,1995,45 to 49 yrs,1,male,overweight
USA,1995,45 to 49 yrs,1,male,obese
USA,1995,50 to 54 yrs,1,male,obese
USA,1995,50 to 54 yrs,1,male,overweight
USA,1995,55 to 59 yrs,1,male,overweight
USA,1995,55 to 59 yrs,1,male,obese
USA,1995,60 to 64 yrs,1,male,overweight
USA,1995,60 to 64 yrs,1,male,obese
USA,1995,65 to 69 yrs,1,male,obese
USA,1995,65 to 69 yrs,1,male,overweight
USA,1995,70 to 74 yrs,1,male,obese
USA,1995,70 to 74 yrs,1,male,overweight
USA,1995,75 to 79 yrs,1,male,obese
USA,1995,75 to 79 yrs,1,male,overweight
USA,1995,80+ yrs,1,male,overweight
USA,1995,80+ yrs,1,male,obese
USA,1995,2 to 4 yrs,2,female,obese
USA,1995,2 to 4 yrs,2,female,overweight
USA,1995,2 to 19 yrs - age-standardized,2,female,overweight
USA,1995,2 to 19 yrs - age-standardized,2,female,obese
USA,1995,5 to 9 yrs,2,female,obese
USA,1995,5 to 9 yrs,2,female,overweight
USA,1995,10 to 14 yrs,2,female,overweight
USA,1995,10 to 14 yrs,2,female,obese
USA,1995,15 to 19 yrs,2,female,obese
USA,1995,15 to 19 yrs,2,female,overweight
USA,1995,20 to 24 yrs,2,female,overweight
USA,1995,20 to 24 yrs,2,female,obese
USA,1995,20+ yrs - age-standardized,2,female,overweight
USA,1995,20+ yrs - age-standardized,2,female,obese
USA,1995,25 to 29 yrs,2,female,overweight
USA,1995,25 to 29 yrs,2,female,obese
USA,1995,30 to 34 yrs,2,female,obese
USA,1995,30 to 34 yrs,2,female,overweight
USA,1995,35 to 39 yrs,2,female,overweight
USA,1995,35 to 39 yrs,2,female,obese
USA,1995,40 to 44 yrs,2,female,overweight
USA,1995,40 to 44 yrs,2,female,obese
USA,1995,45 to 49 yrs,2,female,overweight
USA,1995,45 to 49 yrs,2,female,obese
USA,1995,50 to 54 yrs,2,female,obese
USA,1995,50 to 54 yrs,2,female,overweight
USA,1995,55 to 59 yrs,2,female,obese
USA,1995,55 to 59 yrs,2,female,overweight
USA,1995,60 to 64 yrs,2,female,overweight
USA,1995,60 to 64 yrs,2,female,obese
USA,1995,65 to 69 yrs,2,female,obese
USA,1995,65 to 69 yrs,2,female,overweight
USA,1995,70 to 74 yrs,2,female,overweight
USA,1995,70 to 74 yrs,2,female,obese
USA,1995,75 to 79 yrs,2,female,obese
USA,1995,75 to 79 yrs,2,female,overweight
USA,1995,80+ yrs,2,female,overweight
USA,1995,80+ yrs,2,female,obese
USA,1995,2 to 4 yrs,3,both,overweight
USA,1995,2 to 4 yrs,3,both,obese
USA,1995,2 to 19 yrs - age-standardized,3,both,overweight
USA,1995,2 to 19 yrs - age-standardized,3,both,obese
USA,1995,5 to 9 yrs,3,both,overweight
USA,1995,5 to 9 yrs,3,both,obese
USA,1995,10 to 14 yrs,3,both,overweight
USA,1995,10 to 14 yrs,3,both,obese
USA,1995,15 to 19 yrs,3,both,obese
USA,1995,15 to 19 yrs,3,both,overweight
USA,1995,20 to 24 yrs,3,both,obese
USA,1995,20 to 24 yrs,3,both,overweight
USA,1995,20+ yrs - age-standardized,3,both,overweight
USA,1995,20+ yrs - age-standardized,3,both,obese
USA,1995,25 to 29 yrs,3,both,obese
USA,1995,25 to 29 yrs,3,both,overweight
USA,1995,30 to 34 yrs,3,both,overweight
USA,1995,30 to 34 yrs,3,both,obese
USA,1995,35 to 39 yrs,3,both,obese
USA,1995,35 to 39 yrs,3,both,overweight
USA,1995,40 to 44 yrs,3,both,overweight
USA,1995,40 to 44 yrs,3,both,obese
USA,1995,45 to 49 yrs,3,both,overweight
USA,1995,45 to 49 yrs,3,both,obese
USA,1995,50 to 54 yrs,3,both,overweight
USA,1995,50 to 54 yrs,3,both,obese
USA,1995,55 to 59 yrs,3,both,obese
USA,1995,55 to 59 yrs,3,both,overweight
USA,1995,60 to 64 yrs,3,both,overweight
USA,1995,60 to 64 yrs,3,both,obese
USA,1995,65 to 69 yrs,3,both,overweight
USA,1995,65 to 69 yrs,3,both,obese
USA,1995,70 to 74 yrs,3,both,obese
USA,1995,70 to 74 yrs,3,both,overweight
USA,1995,75 to 79 yrs,3,both,obese
USA,1995,75 to 79 yrs,3,both,overweight
USA,1995,80+ yrs,3,both,obese
USA,1995,80+ yrs,3,both,overweight
USA,1996,2 to 4 yrs,1,male,obese
USA,1996,2 to 4 yrs,1,male,overweight
USA,1996,2 to 19 yrs - age-standardized,1,male,overweight
USA,1996,2 to 19 yrs - age-standardized,1,male,obese
USA,1996,5 to 9 yrs,1,male,overweight
USA,1996,5 to 9 yrs,1,male,obese
USA,1996,10 to 14 yrs,1,male,overweight
USA,1996,10 to 14 yrs,1,male,obese
USA,1996,15 to 19 yrs,1,male,overweight
USA,1996,15 to 19 yrs,1,male,obese
USA,1996,20 to 24 yrs,1,male,obese
USA,1996,20 to 24 yrs,1,male,overweight
USA,1996,20+ yrs - age-standardized,1,male,obese
USA,1996,20+ yrs - age-standardized,1,male,overweight
USA,1996,25 to 29 yrs,1,male,obese
USA,1996,25 to 29 yrs,1,male,overweight
USA,1996,30 to 34 yrs,1,male,obese
USA,1996,30 to 34 yrs,1,male,overweight
USA,1996,35 to 39 yrs,1,male,overweight
USA,1996,35 to 39 yrs,1,male,obese
USA,1996,40 to 44 yrs,1,male,overweight
USA,1996,40 to 44 yrs,1,male,obese
USA,1996,45 to 49 yrs,1,male,overweight
USA,1996,45 to 49 yrs,1,male,obese
USA,1996,50 to 54 yrs,1,male,obese
USA,1996,50 to 54 yrs,1,male,overweight
USA,1996,55 to 59 yrs,1,male,overweight
USA,1996,55 to 59 yrs,1,male,obese
USA,1996,60 to 64 yrs,1,male,overweight
USA,1996,60 to 64 yrs,1,male,obese
USA,1996,65 to 69 yrs,1,male,obese
USA,1996,65 to 69 yrs,1,male,overweight
USA,1996,70 to 74 yrs,1,male,overweight
USA,1996,70 to 74 yrs,1,male,obese
USA,1996,75 to 79 yrs,1,male,overweight
USA,1996,75 to 79 yrs,1,male,obese
USA,1996,80+ yrs,1,male,overweight
USA,1996,80+ yrs,1,male,obese
USA,1996,2 to 4 yrs,2,female,overweight
USA,1996,2 to 4 yrs,2,female,obese
USA,1996,2 to 19 yrs - age-standardized,2,female,overweight
USA,1996,2 to 19 yrs - age-standardized,2,female,obese
USA,1996,5 to 9 yrs,2,female,obese
USA,1996,5 to 9 yrs,2,female,overweight
USA,1996,10 to 14 yrs,2,female,obese
USA,1996,10 to 14 yrs,2,female,overweight
USA,1996,15 to 19 yrs,2,female,overweight
USA,1996,15 to 19 yrs,2,female,obese
USA,1996,20 to 24 yrs,2,female,obese
USA,1996,20 to 24 yrs,2,female,overweight
USA,1996,20+ yrs - age-standardized,2,female,overweight
USA,1996,20+ yrs - age-standardized,2,female,obese
USA,1996,25 to 29 yrs,2,female,overweight
USA,1996,25 to 29 yrs,2,female,obese
USA,1996,30 to 34 yrs,2,female,obese
USA,1996,30 to 34 yrs,2,female,overweight
USA,1996,35 to 39 yrs,2,female,obese
USA,1996,35 to 39 yrs,2,female,overweight
USA,1996,40 to 44 yrs,2,female,overweight
USA,1996,40 to 44 yrs,2,female,obese
USA,1996,45 to 49 yrs,2,female,obese
USA,1996,45 to 49 yrs,2,female,overweight
USA,1996,50 to 54 yrs,2,female,overweight
USA,1996,50 to 54 yrs,2,female,obese
USA,1996,55 to 59 yrs,2,female,obese
USA,1996,55 to 59 yrs,2,female,overweight
USA,1996,60 to 64 yrs,2,female,overweight
USA,1996,60 to 64 yrs,2,female,obese
USA,1996,65 to 69 yrs,2,female,obese
USA,1996,65 to 69 yrs,2,female,overweight
USA,1996,70 to 74 yrs,2,female,obese
USA,1996,70 to 74 yrs,2,female,overweight
USA,1996,75 to 79 yrs,2,female,overweight
USA,1996,75 to 79 yrs,2,female,obese
USA,1996,80+ yrs,2,female,obese
USA,1996,80+ yrs,2,female,overweight
USA,1996,2 to 4 yrs,3,both,obese
USA,1996,2 to 4 yrs,3,both,overweight
USA,1996,2 to 19 yrs - age-standardized,3,both,obese
USA,1996,2 to 19 yrs - age-standardized,3,both,overweight
USA,1996,5 to 9 yrs,3,both,overweight
USA,1996,5 to 9 yrs,3,both,obese
USA,1996,10 to 14 yrs,3,both,obese
USA,1996,10 to 14 yrs,3,both,overweight
USA,1996,15 to 19 yrs,3,both,obese
USA,1996,15 to 19 yrs,3,both,overweight
USA,1996,20 to 24 yrs,3,both,obese
USA,1996,20 to 24 yrs,3,both,overweight
USA,1996,20+ yrs - age-standardized,3,both,overweight
USA,1996,20+ yrs - age-standardized,3,both,obese
USA,1996,25 to 29 yrs,3,both,overweight
USA,1996,25 to 29 yrs,3,both,obese
USA,1996,30 to 34 yrs,3,both,obese
USA,1996,30 to 34 yrs,3,both,overweight
USA,1996,35 to 39 yrs,3,both,obese
USA,1996,35 to 39 yrs,3,both,overweight
USA,1996,40 to 44 yrs,3,both,overweight
USA,1996,40 to 44 yrs,3,both,obese
USA,1996,45 to 49 yrs,3,both,overweight
USA,1996,45 to 49 yrs,3,both,obese
USA,1996,50 to 54 yrs,3,both,overweight
USA,1996,50 to 54 yrs,3,both,obese
USA,1996,55 to 59 yrs,3,both,overweight
USA,1996,55 to 59 yrs,3,both,obese
USA,1996,60 to 64 yrs,3,both,overweight
USA,1996,60 to 64 yrs,3,both,obese
USA,1996,65 to 69 yrs,3,both,obese
USA,1996,65 to 69 yrs,3,both,overweight
USA,1996,70 to 74 yrs,3,both,obese
USA,1996,70 to 74 yrs,3,both,overweight
USA,1996,75 to 79 yrs,3,both,overweight
USA,1996,75 to 79 yrs,3,both,obese
USA,1996,80+ yrs,3,both,overweight
USA,1996,80+ yrs,3,both,obese
USA,1997,2 to 4 yrs,1,male,obese
USA,1997,2 to 4 yrs,1,male,overweight
USA,1997,2 to 19 yrs - age-standardized,1,male,overweight
USA,1997,2 to 19 yrs - age-standardized,1,male,obese
USA,1997,5 to 9 yrs,1,male,obese
USA,1997,5 to 9 yrs,1,male,overweight
USA,1997,10 to 14 yrs,1,male,overweight
USA,1997,10 to 14 yrs,1,male,obese
USA,1997,15 to 19 yrs,1,male,overweight
USA,1997,15 to 19 yrs,1,male,obese
USA,1997,20 to 24 yrs,1,male,overweight
USA,1997,20 to 24 yrs,1,male,obese
USA,1997,20+ yrs - age-standardized,1,male,obese
USA,1997,20+ yrs - age-standardized,1,male,overweight
USA,1997,25 to 29 yrs,1,male,overweight
USA,1997,25 to 29 yrs,1,male,obese
USA,1997,30 to 34 yrs,1,male,overweight
USA,1997,30 to 34 yrs,1,male,obese
USA,1997,35 to 39 yrs,1,male,obese
USA,1997,35 to 39 yrs,1,male,overweight
USA,1997,40 to 44 yrs,1,male,obese
USA,1997,40 to 44 yrs,1,male,overweight
USA,1997,45 to 49 yrs,1,male,overweight
USA,1997,45 to 49 yrs,1,male,obese
USA,1997,50 to 54 yrs,1,male,overweight
USA,1997,50 to 54 yrs,1,male,obese
USA,1997,55 to 59 yrs,1,male,overweight
USA,1997,55 to 59 yrs,1,male,obese
USA,1997,60 to 64 yrs,1,male,overweight
USA,1997,60 to 64 yrs,1,male,obese
USA,1997,65 to 69 yrs,1,male,overweight
USA,1997,65 to 69 yrs,1,male,obese
USA,1997,70 to 74 yrs,1,male,obese
USA,1997,70 to 74 yrs,1,male,overweight
USA,1997,75 to 79 yrs,1,male,overweight
USA,1997,75 to 79 yrs,1,male,obese
USA,1997,80+ yrs,1,male,obese
USA,1997,80+ yrs,1,male,overweight
USA,1997,2 to 4 yrs,2,female,overweight
USA,1997,2 to 4 yrs,2,female,obese
USA,1997,2 to 19 yrs - age-standardized,2,female,overweight
USA,1997,2 to 19 yrs - age-standardized,2,female,obese
USA,1997,5 to 9 yrs,2,female,obese
USA,1997,5 to 9 yrs,2,female,overweight
USA,1997,10 to 14 yrs,2,female,overweight
USA,1997,10 to 14 yrs,2,female,obese
USA,1997,15 to 19 yrs,2,female,obese
USA,1997,15 to 19 yrs,2,female,overweight
USA,1997,20 to 24 yrs,2,female,overweight
USA,1997,20 to 24 yrs,2,female,obese
USA,1997,20+ yrs - age-standardized,2,female,overweight
USA,1997,20+ yrs - age-standardized,2,female,obese
USA,1997,25 to 29 yrs,2,female,overweight
USA,1997,25 to 29 yrs,2,female,obese
USA,1997,30 to 34 yrs,2,female,overweight
USA,1997,30 to 34 yrs,2,female,obese
USA,1997,35 to 39 yrs,2,female,obese
USA,1997,35 to 39 yrs,2,female,overweight
USA,1997,40 to 44 yrs,2,female,obese
USA,1997,40 to 44 yrs,2,female,overweight
USA,1997,45 to 49 yrs,2,female,obese
USA,1997,45 to 49 yrs,2,female,overweight
USA,1997,50 to 54 yrs,2,female,overweight
USA,1997,50 to 54 yrs,2,female,obese
USA,1997,55 to 59 yrs,2,female,obese
USA,1997,55 to 59 yrs,2,female,overweight
USA,1997,60 to 64 yrs,2,female,overweight
USA,1997,60 to 64 yrs,2,female,obese
USA,1997,65 to 69 yrs,2,female,overweight
USA,1997,65 to 69 yrs,2,female,obese
USA,1997,70 to 74 yrs,2,female,overweight
USA,1997,70 to 74 yrs,2,female,obese
USA,1997,75 to 79 yrs,2,female,obese
USA,1997,75 to 79 yrs,2,female,overweight
USA,1997,80+ yrs,2,female,overweight
USA,1997,80+ yrs,2,female,obese
USA,1997,2 to 4 yrs,3,both,obese
USA,1997,2 to 4 yrs,3,both,overweight
USA,1997,2 to 19 yrs - age-standardized,3,both,overweight
USA,1997,2 to 19 yrs - age-standardized,3,both,obese
USA,1997,5 to 9 yrs,3,both,overweight
USA,1997,5 to 9 yrs,3,both,obese
USA,1997,10 to 14 yrs,3,both,obese
USA,1997,10 to 14 yrs,3,both,overweight
USA,1997,15 to 19 yrs,3,both,obese
USA,1997,15 to 19 yrs,3,both,overweight
USA,1997,20 to 24 yrs,3,both,obese
USA,1997,20 to 24 yrs,3,both,overweight
USA,1997,20+ yrs - age-standardized,3,both,overweight
USA,1997,20+ yrs - age-standardized,3,both,obese
USA,1997,25 to 29 yrs,3,both,overweight
USA,1997,25 to 29 yrs,3,both,obese
USA,1997,30 to 34 yrs,3,both,overweight
USA,1997,30 to 34 yrs,3,both,obese
USA,1997,35 to 39 yrs,3,both,overweight
USA,1997,35 to 39 yrs,3,both,obese
USA,1997,40 to 44 yrs,3,both,overweight
USA,1997,40 to 44 yrs,3,both,obese
USA,1997,45 to 49 yrs,3,both,overweight
USA,1997,45 to 49 yrs,3,both,obese
USA,1997,50 to 54 yrs,3,both,obese
USA,1997,50 to 54 yrs,3,both,overweight
USA,1997,55 to 59 yrs,3,both,obese
USA,1997,55 to 59 yrs,3,both,overweight
USA,1997,60 to 64 yrs,3,both,obese
USA,1997,60 to 64 yrs,3,both,overweight
USA,1997,65 to 69 yrs,3,both,obese
USA,1997,65 to 69 yrs,3,both,overweight
USA,1997,70 to 74 yrs,3,both,overweight
USA,1997,70 to 74 yrs,3,both,obese
USA,1997,75 to 79 yrs,3,both,overweight
USA,1997,75 to 79 yrs,3,both,obese
USA,1997,80+ yrs,3,both,overweight
USA,1997,80+ yrs,3,both,obese
USA,1998,2 to 4 yrs,1,male,overweight
USA,1998,2 to 4 yrs,1,male,obese
USA,1998,2 to 19 yrs - age-standardized,1,male,overweight
USA,1998,2 to 19 yrs - age-standardized,1,male,obese
USA,1998,5 to 9 yrs,1,male,overweight
USA,1998,5 to 9 yrs,1,male,obese
USA,1998,10 to 14 yrs,1,male,overweight
USA,1998,10 to 14 yrs,1,male,obese
USA,1998,15 to 19 yrs,1,male,overweight
USA,1998,15 to 19 yrs,1,male,obese
USA,1998,20 to 24 yrs,1,male,overweight
USA,1998,20 to 24 yrs,1,male,obese
USA,1998,20+ yrs - age-standardized,1,male,obese
USA,1998,20+ yrs - age-standardized,1,male,overweight
USA,1998,25 to 29 yrs,1,male,overweight
USA,1998,25 to 29 yrs,1,male,obese
USA,1998,30 to 34 yrs,1,male,obese
USA,1998,30 to 34 yrs,1,male,overweight
USA,1998,35 to 39 yrs,1,male,overweight
USA,1998,35 to 39 yrs,1,male,obese
USA,1998,40 to 44 yrs,1,male,overweight
USA,1998,40 to 44 yrs,1,male,obese
USA,1998,45 to 49 yrs,1,male,overweight
USA,1998,45 to 49 yrs,1,male,obese
USA,1998,50 to 54 yrs,1,male,overweight
USA,1998,50 to 54 yrs,1,male,obese
USA,1998,55 to 59 yrs,1,male,obese
USA,1998,55 to 59 yrs,1,male,overweight
USA,1998,60 to 64 yrs,1,male,obese
USA,1998,60 to 64 yrs,1,male,overweight
USA,1998,65 to 69 yrs,1,male,overweight
USA,1998,65 to 69 yrs,1,male,obese
USA,1998,70 to 74 yrs,1,male,obese
USA,1998,70 to 74 yrs,1,male,overweight
USA,1998,75 to 79 yrs,1,male,obese
USA,1998,75 to 79 yrs,1,male,overweight
USA,1998,80+ yrs,1,male,obese
USA,1998,80+ yrs,1,male,overweight
USA,1998,2 to 4 yrs,2,female,obese
USA,1998,2 to 4 yrs,2,female,overweight
USA,1998,2 to 19 yrs - age-standardized,2,female,overweight
USA,1998,2 to 19 yrs - age-standardized,2,female,obese
USA,1998,5 to 9 yrs,2,female,obese
USA,1998,5 to 9 yrs,2,female,overweight
USA,1998,10 to 14 yrs,2,female,obese
USA,1998,10 to 14 yrs,2,female,overweight
USA,1998,15 to 19 yrs,2,female,obese
USA,1998,15 to 19 yrs,2,female,overweight
USA,1998,20 to 24 yrs,2,female,obese
USA,1998,20 to 24 yrs,2,female,overweight
USA,1998,20+ yrs - age-standardized,2,female,overweight
USA,1998,20+ yrs - age-standardized,2,female,obese
USA,1998,25 to 29 yrs,2,female,overweight
USA,1998,25 to 29 yrs,2,female,obese
USA,1998,30 to 34 yrs,2,female,obese
USA,1998,30 to 34 yrs,2,female,overweight
USA,1998,35 to 39 yrs,2,female,overweight
USA,1998,35 to 39 yrs,2,female,obese
USA,1998,40 to 44 yrs,2,female,obese
USA,1998,40 to 44 yrs,2,female,overweight
USA,1998,45 to 49 yrs,2,female,overweight
USA,1998,45 to 49 yrs,2,female,obese
USA,1998,50 to 54 yrs,2,female,overweight
USA,1998,50 to 54 yrs,2,female,obese
USA,1998,55 to 59 yrs,2,female,overweight
USA,1998,55 to 59 yrs,2,female,obese
USA,1998,60 to 64 yrs,2,female,obese
USA,1998,60 to 64 yrs,2,female,overweight
USA,1998,65 to 69 yrs,2,female,overweight
USA,1998,65 to 69 yrs,2,female,obese
USA,1998,70 to 74 yrs,2,female,obese
USA,1998,70 to 74 yrs,2,female,overweight
USA,1998,75 to 79 yrs,2,female,obese
USA,1998,75 to 79 yrs,2,female,overweight
USA,1998,80+ yrs,2,female,obese
USA,1998,80+ yrs,2,female,overweight
USA,1998,2 to 4 yrs,3,both,overweight
USA,1998,2 to 4 yrs,3,both,obese
USA,1998,2 to 19 yrs - age-standardized,3,both,obese
USA,1998,2 to 19 yrs - age-standardized,3,both,overweight
USA,1998,5 to 9 yrs,3,both,overweight
USA,1998,5 to 9 yrs,3,both,obese
USA,1998,10 to 14 yrs,3,both,overweight
USA,1998,10 to 14 yrs,3,both,obese
USA,1998,15 to 19 yrs,3,both,overweight
USA,1998,15 to 19 yrs,3,both,obese
USA,1998,20 to 24 yrs,3,both,overweight
USA,1998,20 to 24 yrs,3,both,obese
USA,1998,20+ yrs - age-standardized,3,both,obese
USA,1998,20+ yrs - age-standardized,3,both,overweight
USA,1998,25 to 29 yrs,3,both,overweight
USA,1998,25 to 29 yrs,3,both,obese
USA,1998,30 to 34 yrs,3,both,overweight
USA,1998,30 to 34 yrs,3,both,obese
USA,1998,35 to 39 yrs,3,both,overweight
USA,1998,35 to 39 yrs,3,both,obese
USA,1998,40 to 44 yrs,3,both,overweight
USA,1998,40 to 44 yrs,3,both,obese
USA,1998,45 to 49 yrs,3,both,obese
USA,1998,45 to 49 yrs,3,both,overweight
USA,1998,50 to 54 yrs,3,both,obese
USA,1998,50 to 54 yrs,3,both,overweight
USA,1998,55 to 59 yrs,3,both,overweight
USA,1998,55 to 59 yrs,3,both,obese
USA,1998,60 to 64 yrs,3,both,obese
USA,1998,60 to 64 yrs,3,both,overweight
USA,1998,65 to 69 yrs,3,both,obese
USA,1998,65 to 69 yrs,3,both,overweight
USA,1998,70 to 74 yrs,3,both,obese
USA,1998,70 to 74 yrs,3,both,overweight
USA,1998,75 to 79 yrs,3,both,overweight
USA,1998,75 to 79 yrs,3,both,obese
USA,1998,80+ yrs,3,both,overweight
USA,1998,80+ yrs,3,both,obese
USA,1999,2 to 4 yrs,1,male,overweight
USA,1999,2 to 4 yrs,1,male,obese
USA,1999,2 to 19 yrs - age-standardized,1,male,obese
USA,1999,2 to 19 yrs - age-standardized,1,male,overweight
USA,1999,5 to 9 yrs,1,male,obese
USA,1999,5 to 9 yrs,1,male,overweight
USA,1999,10 to 14 yrs,1,male,overweight
USA,1999,10 to 14 yrs,1,male,obese
USA,1999,15 to 19 yrs,1,male,overweight
USA,1999,15 to 19 yrs,1,male,obese
USA,1999,20 to 24 yrs,1,male,obese
USA,1999,20 to 24 yrs,1,male,overweight
USA,1999,20+ yrs - age-standardized,1,male,obese
USA,1999,20+ yrs - age-standardized,1,male,overweight
USA,1999,25 to 29 yrs,1,male,overweight
USA,1999,25 to 29 yrs,1,male,obese
USA,1999,30 to 34 yrs,1,male,obese
USA,1999,30 to 34 yrs,1,male,overweight
USA,1999,35 to 39 yrs,1,male,overweight
USA,1999,35 to 39 yrs,1,male,obese
USA,1999,40 to 44 yrs,1,male,overweight
USA,1999,40 to 44 yrs,1,male,obese
USA,1999,45 to 49 yrs,1,male,obese
USA,1999,45 to 49 yrs,1,male,overweight
USA,1999,50 to 54 yrs,1,male,overweight
USA,1999,50 to 54 yrs,1,male,obese
USA,1999,55 to 59 yrs,1,male,obese
USA,1999,55 to 59 yrs,1,male,overweight
USA,1999,60 to 64 yrs,1,male,overweight
USA,1999,60 to 64 yrs,1,male,obese
USA,1999,65 to 69 yrs,1,male,overweight
USA,1999,65 to 69 yrs,1,male,obese
USA,1999,70 to 74 yrs,1,male,overweight
USA,1999,70 to 74 yrs,1,male,obese
USA,1999,75 to 79 yrs,1,male,obese
USA,1999,75 to 79 yrs,1,male,overweight
USA,1999,80+ yrs,1,male,obese
USA,1999,80+ yrs,1,male,overweight
USA,1999,2 to 4 yrs,2,female,obese
USA,1999,2 to 4 yrs,2,female,overweight
USA,1999,2 to 19 yrs - age-standardized,2,female,overweight
USA,1999,2 to 19 yrs - age-standardized,2,female,obese
USA,1999,5 to 9 yrs,2,female,obese
USA,1999,5 to 9 yrs,2,female,overweight
USA,1999,10 to 14 yrs,2,female,overweight
USA,1999,10 to 14 yrs,2,female,obese
USA,1999,15 to 19 yrs,2,female,overweight
USA,1999,15 to 19 yrs,2,female,obese
USA,1999,20 to 24 yrs,2,female,obese
USA,1999,20 to 24 yrs,2,female,overweight
USA,1999,20+ yrs - age-standardized,2,female,overweight
USA,1999,20+ yrs - age-standardized,2,female,obese
USA,1999,25 to 29 yrs,2,female,obese
USA,1999,25 to 29 yrs,2,female,overweight
USA,1999,30 to 34 yrs,2,female,obese
USA,1999,30 to 34 yrs,2,female,overweight
USA,1999,35 to 39 yrs,2,female,overweight
USA,1999,35 to 39 yrs,2,female,obese
USA,1999,40 to 44 yrs,2,female,overweight
USA,1999,40 to 44 yrs,2,female,obese
USA,1999,45 to 49 yrs,2,female,obese
USA,1999,45 to 49 yrs,2,female,overweight
USA,1999,50 to 54 yrs,2,female,overweight
USA,1999,50 to 54 yrs,2,female,obese
USA,1999,55 to 59 yrs,2,female,overweight
USA,1999,55 to 59 yrs,2,female,obese
USA,1999,60 to 64 yrs,2,female,obese
USA,1999,60 to 64 yrs,2,female,overweight
USA,1999,65 to 69 yrs,2,female,obese
USA,1999,65 to 69 yrs,2,female,overweight
USA,1999,70 to 74 yrs,2,female,obese
USA,1999,70 to 74 yrs,2,female,overweight
USA,1999,75 to 79 yrs,2,female,overweight
USA,1999,75 to 79 yrs,2,female,obese
USA,1999,80+ yrs,2,female,overweight
USA,1999,80+ yrs,2,female,obese
USA,1999,2 to 4 yrs,3,both,obese
USA,1999,2 to 4 yrs,3,both,overweight
USA,1999,2 to 19 yrs - age-standardized,3,both,overweight
USA,1999,2 to 19 yrs - age-standardized,3,both,obese
USA,1999,5 to 9 yrs,3,both,obese
USA,1999,5 to 9 yrs,3,both,overweight
USA,1999,10 to 14 yrs,3,both,obese
USA,1999,10 to 14 yrs,3,both,overweight
USA,1999,15 to 19 yrs,3,both,overweight
USA,1999,15 to 19 yrs,3,both,obese
USA,1999,20 to 24 yrs,3,both,obese
USA,1999,20 to 24 yrs,3,both,overweight
USA,1999,20+ yrs - age-standardized,3,both,obese
USA,1999,20+ yrs - age-standardized,3,both,overweight
USA,1999,25 to 29 yrs,3,both,overweight
USA,1999,25 to 29 yrs,3,both,obese
USA,1999,30 to 34 yrs,3,both,obese
USA,1999,30 to 34 yrs,3,both,overweight
USA,1999,35 to 39 yrs,3,both,overweight
USA,1999,35 to 39 yrs,3,both,obese
USA,1999,40 to 44 yrs,3,both,overweight
USA,1999,40 to 44 yrs,3,both,obese
USA,1999,45 to 49 yrs,3,both,obese
USA,1999,45 to 49 yrs,3,both,overweight
USA,1999,50 to 54 yrs,3,both,overweight
USA,1999,50 to 54 yrs,3,both,obese
USA,1999,55 to 59 yrs,3,both,obese
USA,1999,55 to 59 yrs,3,both,overweight
USA,1999,60 to 64 yrs,3,both,overweight
USA,1999,60 to 64 yrs,3,both,obese
USA,1999,65 to 69 yrs,3,both,overweight
USA,1999,65 to 69 yrs,3,both,obese
USA,1999,70 to 74 yrs,3,both,overweight
USA,1999,70 to 74 yrs,3,both,obese
USA,1999,75 to 79 yrs,3,both,obese
USA,1999,75 to 79 yrs,3,both,overweight
USA,1999,80+ yrs,3,both,obese
USA,1999,80+ yrs,3,both,overweight
USA,2000,2 to 4 yrs,1,male,obese
USA,2000,2 to 4 yrs,1,male,overweight
USA,2000,2 to 19 yrs - age-standardized,1,male,obese
USA,2000,2 to 19 yrs - age-standardized,1,male,overweight
USA,2000,5 to 9 yrs,1,male,overweight
USA,2000,5 to 9 yrs,1,male,obese
USA,2000,10 to 14 yrs,1,male,overweight
USA,2000,10 to 14 yrs,1,male,obese
USA,2000,15 to 19 yrs,1,male,overweight
USA,2000,15 to 19 yrs,1,male,obese
USA,2000,20 to 24 yrs,1,male,overweight
USA,2000,20 to 24 yrs,1,male,obese
USA,2000,20+ yrs - age-standardized,1,male,obese
USA,2000,20+ yrs - age-standardized,1,male,overweight
USA,2000,25 to 29 yrs,1,male,obese
USA,2000,25 to 29 yrs,1,male,overweight
USA,2000,30 to 34 yrs,1,male,obese
USA,2000,30 to 34 yrs,1,male,overweight
USA,2000,35 to 39 yrs,1,male,overweight
USA,2000,35 to 39 yrs,1,male,obese
USA,2000,40 to 44 yrs,1,male,obese
USA,2000,40 to 44 yrs,1,male,overweight
USA,2000,45 to 49 yrs,1,male,obese
USA,2000,45 to 49 yrs,1,male,overweight
USA,2000,50 to 54 yrs,1,male,obese
USA,2000,50 to 54 yrs,1,male,overweight
USA,2000,55 to 59 yrs,1,male,obese
USA,2000,55 to 59 yrs,1,male,overweight
USA,2000,60 to 64 yrs,1,male,overweight
USA,2000,60 to 64 yrs,1,male,obese
USA,2000,65 to 69 yrs,1,male,overweight
USA,2000,65 to 69 yrs,1,male,obese
